,loss,accuracy,val_loss,val_accuracy
0,1.661597490310669,0.5650529265403748,0.6437937617301941,0.7333333492279053
1,0.5445654392242432,0.7632375359535217,0.5846765637397766,0.7428571581840515
2,0.447378933429718,0.8313161730766296,0.43706974387168884,0.8476190567016602
3,0.3856450319290161,0.8449319005012512,0.36545395851135254,0.8666666746139526
4,0.3515702188014984,0.8615733981132507,0.3728041648864746,0.8476190567016602
5,0.3114132583141327,0.8751891255378723,0.31571540236473083,0.9142857193946838
6,0.29310593008995056,0.8857791423797607,0.2974129021167755,0.8952381014823914
7,0.288597047328949,0.8767019510269165,0.32671189308166504,0.8952381014823914
8,0.26195836067199707,0.891830563545227,0.38759204745292664,0.9047619104385376
9,0.26090696454048157,0.8993948698043823,0.3402436673641205,0.9047619104385376
