,loss,accuracy,val_loss,val_accuracy
0,1.4594054222106934,0.5809379816055298,0.5902190208435059,0.7809523940086365
1,0.5845546722412109,0.7481089234352112,0.5618278384208679,0.8380952477455139
2,0.5491203665733337,0.7579424977302551,0.5436501502990723,0.8190476298332214
3,0.4939711391925812,0.793494701385498,0.4589918255805969,0.8476190567016602
4,0.4268672466278076,0.8320726156234741,0.3770902752876282,0.8761904835700989
5,0.40672627091407776,0.8313161730766296,0.31314337253570557,0.8952381014823914
6,0.35287320613861084,0.8555219173431396,0.3302251398563385,0.9047619104385376
7,0.33835285902023315,0.8577912449836731,0.27546146512031555,0.8761904835700989
8,0.31448057293891907,0.867624819278717,0.4677482843399048,0.8380952477455139
9,0.29453662037849426,0.87897127866745,0.3212646543979645,0.9238095283508301
10,0.2559433877468109,0.8925870060920715,0.39360880851745605,0.8761904835700989
